d,success,2021-03-06 03:30:07+0300,2021-03-06 03:30:00+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJJASQCQE2,vmta_d_5170_176.57.208.151,1,20051_5170_34375_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:09+0300,2021-03-06 03:30:02+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJLAWAPT8J,vmta_d_5170_176.57.208.151,1,20051_5170_34377_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:10+0300,2021-03-06 03:30:03+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJMAE5UKXJ,vmta_d_5170_176.57.208.151,1,20051_5170_34378_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:10+0300,2021-03-06 03:30:03+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJMAWYA79A,vmta_d_5170_176.57.208.151,1,20051_5170_0_0,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:11+0300,2021-03-06 03:30:04+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJNAHVDLRJ,vmta_d_5170_176.57.208.151,1,20051_5170_34379_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:11+0300,2021-03-06 03:30:06+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJNAJPJZMJ,vmta_d_5170_176.57.208.151,1,20051_5170_34381_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:16+0300,2021-03-06 03:30:11+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJTABL6P9A,vmta_d_5170_176.57.208.151,1,20051_5170_34386_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:16+0300,2021-03-06 03:30:09+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJTAFEQEXS,vmta_d_5170_176.57.208.151,1,20051_5170_34384_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:21+0300,2021-03-06 03:30:14+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJYAQDLDQ2,vmta_d_5170_176.57.208.151,1,20051_5170_34389_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:24+0300,2021-03-06 03:30:17+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJ3AW8DSNJ,vmta_d_5170_176.57.208.151,1,20051_5170_34392_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:25+0300,2021-03-06 03:30:18+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJ4AHQGDHJ,vmta_d_5170_176.57.208.151,1,20051_5170_34393_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:27+0300,2021-03-06 03:30:20+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJ6AMMWFPS,vmta_d_5170_176.57.208.151,1,20051_5170_34395_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:28+0300,2021-03-06 03:30:21+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJ7ATKJFGS,vmta_d_5170_176.57.208.151,1,20051_5170_34396_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:29+0300,2021-03-06 03:30:22+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJ8AJGF9R2,vmta_d_5170_176.57.208.151,1,20051_5170_34397_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:30+0300,2021-03-06 03:30:23+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVJ9AS6EQTJ,vmta_d_5170_176.57.208.151,1,20051_5170_34398_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:33+0300,2021-03-06 03:30:25+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVKCAS5AFPA,vmta_d_5170_176.57.208.151,1,20051_5170_34400_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:38+0300,2021-03-06 03:30:33+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVKHAP7TLNA,vmta_d_5170_176.57.208.151,1,20051_5170_34408_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:39+0300,2021-03-06 03:30:31+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVKHAY36AUS,vmta_d_5170_176.57.208.151,1,20051_5170_34406_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:43+0300,2021-03-06 03:30:36+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVKNAM4K6XS,vmta_d_5170_176.57.208.151,1,20051_5170_34411_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:45+0300,2021-03-06 03:30:38+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVKQAHVHKP2,vmta_d_5170_176.57.208.151,1,20051_5170_34413_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:50+0300,2021-03-06 03:30:42+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVKVAKDUFP2,vmta_d_5170_176.57.208.151,1,20051_5170_34417_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:53+0300,2021-03-06 03:30:46+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVKYANJTWXA,vmta_d_5170_176.57.208.151,1,20051_5170_34421_222,juno.com/vmta_d_5170_176.57.208.151
d,success,2021-03-06 03:30:54+0300,2021-03-06 03:30:47+0300,newsletter@e.usmagazine.com,relayed,2.0.0 (success),smtp;250 OK id AABSEFVKZAUK9EEJ,vmta_d_5170_176.57.208.151,1,20051_5170_34422_222,juno.com/vmta_d_5170_176.57.208.151
