b,policy-related,2021-03-06 03:35:46+0300,2021-03-06 03:09:22+0300,newsletter@e.usmagazine.com,failed,5.3.2 (system not accepting network messages),smtp;550 Access denied...07c4114da54d4040d1e5959064ade0e1e4e0e4e1f131d4f9c0c0a9c061c9f0f9f950495050c9...,vmta_d_5162_109.68.213.100,1,20052_5162_2760_222,Juno.com/vmta_d_5162_109.68.213.100
b,policy-related,2021-03-06 03:35:46+0300,2021-03-06 03:09:24+0300,newsletter@e.usmagazine.com,failed,5.3.2 (system not accepting network messages),smtp;550 Access denied...07c4114da54d4040d1e5959064ade0e1e4e0e4e1f131d4f9c0c0a9c061c9f0f9f950495050c9...,vmta_d_5162_109.68.213.100,1,20052_5162_2763_222,Juno.com/vmta_d_5162_109.68.213.100
b,policy-related,2021-03-06 03:35:46+0300,2021-03-06 03:09:24+0300,newsletter@e.usmagazine.com,failed,5.3.2 (system not accepting network messages),smtp;550 Access denied...07c4114da54d4040d1e5959064ade0e1e4e0e4e1f131d4f9c0c0a9c061c9f0f9f950495050c9...,vmta_d_5162_109.68.213.100,1,20052_5162_2762_222,Juno.com/vmta_d_5162_109.68.213.100
b,policy-related,2021-03-06 03:35:46+0300,2021-03-06 03:09:26+0300,newsletter@e.usmagazine.com,failed,5.3.2 (system not accepting network messages),smtp;550 Access denied...07c4114da54d4040d1e5959064ade0e1e4e0e4e1f131d4f9c0c0a9c061c9f0f9f950495050c9...,vmta_d_5162_109.68.213.100,1,20052_5162_2765_222,Juno.com/vmta_d_5162_109.68.213.100
b,policy-related,2021-03-06 03:35:46+0300,2021-03-06 03:09:26+0300,newsletter@e.usmagazine.com,failed,5.3.2 (system not accepting network messages),smtp;550 Access denied...07c4114da54d4040d1e5959064ade0e1e4e0e4e1f131d4f9c0c0a9c061c9f0f9f950495050c9...,vmta_d_5162_109.68.213.100,1,20052_5162_2764_222,Juno.com/vmta_d_5162_109.68.213.100
b,policy-related,2021-03-06 03:35:46+0300,2021-03-06 03:09:28+0300,newsletter@e.usmagazine.com,failed,5.3.2 (system not accepting network messages),smtp;550 Access denied...07c4114da54d4040d1e5959064ade0e1e4e0e4e1f131d4f9c0c0a9c061c9f0f9f950495050c9...,vmta_d_5162_109.68.213.100,1,20052_5162_2766_222,Juno.com/vmta_d_5162_109.68.213.100
b,policy-related,2021-03-06 03:35:46+0300,2021-03-06 03:09:28+0300,newsletter@e.usmagazine.com,failed,5.3.2 (system not accepting network messages),smtp;550 Access denied...07c4114da54d4040d1e5959064ade0e1e4e0e4e1f131d4f9c0c0a9c061c9f0f9f950495050c9...,vmta_d_5162_109.68.213.100,1,20052_5162_2767_222,Juno.com/vmta_d_5162_109.68.213.100
b,policy-related,2021-03-06 03:35:46+0300,2021-03-06 03:09:30+0300,newsletter@e.usmagazine.com,failed,5.3.2 (system not accepting network messages),smtp;550 Access denied...07c4114da54d4040d1e5959064ade0e1e4e0e4e1f131d4f9c0c0a9c061c9f0f9f950495050c9...,vmta_d_5162_109.68.213.100,1,20052_5162_2768_222,Juno.com/vmta_d_5162_109.68.213.100
b,policy-related,2021-03-06 03:35:46+0300,2021-03-06 03:09:30+0300,newsletter@e.usmagazine.com,failed,5.3.2 (system not accepting network messages),smtp;550 Access denied...07c4114da54d4040d1e5959064ade0e1e4e0e4e1f131d4f9c0c0a9c061c9f0f9f950495050c9...,vmta_d_5162_109.68.213.100,1,20052_5162_2769_222,Juno.com/vmta_d_5162_109.68.213.100
b,policy-related,2021-03-06 03:35:46+0300,2021-03-06 03:09:32+0300,newsletter@e.usmagazine.com,failed,5.3.2 (system not accepting network messages),smtp;550 Access denied...07c4114da54d4040d1e5959064ade0e1e4e0e4e1f131d4f9c0c0a9c061c9f0f9f950495050c9...,vmta_d_5162_109.68.213.100,1,20052_5162_2771_222,Juno.com/vmta_d_5162_109.68.213.100
